wave,refl,refl_err
0.8289,1.2352,0.0481
0.8533,1.2076,0.0359
0.8776,1.2379,0.0247
0.9021,1.2303,0.0255
0.9265,1.2204,0.0237
0.951,1.2135,0.0162
0.9755,1.2808,0.0199
1.0001,1.2321,0.0124
1.0247,1.2398,0.0216
1.0493,1.2416,0.0237
1.074,1.2543,0.0196
1.0987,1.2708,0.0232
1.1234,1.2607,0.0347
1.1482,1.2928,0.0474
1.173,1.2949,0.0482
1.1978,1.2936,0.0511
1.2227,1.2825,0.0185
1.2476,1.33,0.0419
1.2726,1.3583,0.0157
1.2976,1.325,0.0205
1.3226,1.3996,0.0249
1.3476,1.315,0.0502
1.3727,1.3228,0.0688
1.3978,,
1.423,,
1.4482,,
1.4734,1.3719,0.0804
1.4987,,
1.524,1.3953,0.0546
1.549,1.3428,0.0201
1.5747,1.3847,0.028
1.6001,1.4224,0.0629
1.491,1.4045,0.0235
1.552,1.3689,0.0157
1.615,1.3576,0.0132
1.675,1.4406,0.0331
1.735,1.4777,0.0062
1.795,1.4163,0.0121
1.853,1.5129,0.0117
1.913,1.4928,0.0269
1.97,1.531,0.0178
2.028,1.4935,0.0266
2.084,1.493,0.0267
2.14,1.5012,0.0108
2.196,1.5219,0.0221
2.252,1.5698,0.0126
2.306,1.5331,0.0107
2.361,1.5117,0.0232
2.414,1.5837,0.0162
2.466,1.594,0.0613
2.519,1.5606,0.0414
2.57,,
